date,high,low,close,tic
2011-01-03,26.418037485864613,25.74713106398867,26.17908477783203,VALE3.SA
2011-01-03,6.110763949649516,6.0066966059004905,6.032256603240967,BBDC4.SA
2011-01-03,2.5017540202659725,2.433837784911709,2.4471986293792725,WEGE3.SA
2011-01-03,33.04692035889314,31.549327615947927,32.74740219116211,PRIO3.SA
2011-01-03,6.190237424516273,6.1084795549266255,6.112372875213623,BBAS3.SA
2011-01-03,9.323309447555832,9.12765376017412,9.26105499267578,ITUB3.SA
2011-01-03,6.485816346377477,6.330085557620678,6.39618730545044,LREN3.SA
2011-01-03,5.948601722717285,5.669456762681053,5.948601722717285,RENT3.SA
2011-01-03,7.305782582948066,7.128303434960294,7.152143955230713,PETR4.SA
2011-01-03,5.149422741724001,5.091670133458667,5.127028942108154,ABEV3.SA
2011-01-04,6.128061531256977,6.012989284126284,6.0878777503967285,BBDC4.SA
2011-01-04,6.188290188484243,6.061759897535697,6.137678146362305,BBAS3.SA
2011-01-04,5.948601965807892,5.799292082496352,5.907487869262695,RENT3.SA
2011-01-04,6.460047453447487,6.258381635731902,6.307677268981934,LREN3.SA
2011-01-04,7.168036294846684,6.993206178283025,7.125653266906738,PETR4.SA
2011-01-04,5.182425117920541,5.091670608855669,5.128208160400391,ABEV3.SA
2011-01-04,9.338129892563076,9.189906096392702,9.323307991027832,ITUB3.SA
2011-01-04,33.74579590719032,32.84724147630225,33.54611587524414,PRIO3.SA
2011-01-04,26.771863451200836,26.413435345930512,26.72131729125977,VALE3.SA
2011-01-04,2.478374349263209,2.3948710458330638,2.4048917293548584,WEGE3.SA
2011-01-05,6.246688881673533,6.096799405963825,6.225275993347168,BBAS3.SA
2011-01-05,6.208430933023406,6.03308273203261,6.201125144958496,BBDC4.SA
2011-01-05,5.143530554622286,4.984415341144565,5.032739162445068,ABEV3.SA
2011-01-05,6.384982489301787,6.231491981228606,6.257260322570801,LREN3.SA
2011-01-05,6.078436907374403,5.846898102779242,6.058961391448975,RENT3.SA
2011-01-05,9.456713676452637,9.154336360880931,9.456713676452637,ITUB3.SA
2011-01-05,33.546115651084484,32.36800765991211,32.36800765991211,PRIO3.SA
2011-01-05,7.244856661526263,7.040888000904707,7.21042013168335,PETR4.SA
2011-01-05,2.4338384410954133,2.3714896112079957,2.372602701187134,WEGE3.SA
2011-01-05,27.235989631656757,26.514537040469275,27.20382308959961,VALE3.SA
2011-01-06,6.256423868232456,6.12989389919255,6.170773029327393,BBAS3.SA
2011-01-06,5.06809768408584,4.95377120501492,4.985593795776367,ABEV3.SA
2011-01-06,7.273995576793482,7.154793472122595,7.181282997131348,PETR4.SA
2011-01-06,6.287510506568064,6.074640224116004,6.106011390686035,LREN3.SA
2011-01-06,6.12388273774278,6.022178968710028,6.102243423461914,RENT3.SA
2011-01-06,6.190167347342427,6.014819093603944,6.036737442016602,BBDC4.SA
2011-01-06,32.34804403877795,30.850447573592344,31.449485778808597,PRIO3.SA
2011-01-06,9.447814374530186,9.195833218412304,9.338128089904783,ITUB3.SA
2011-01-06,27.36006122609491,26.85458374023437,26.85458374023437,VALE3.SA
2011-01-06,2.395983878820167,2.333635039397547,2.346996068954468,WEGE3.SA
2011-01-07,7.199825279077264,7.080622673034668,7.080622673034668,PETR4.SA
2011-01-07,6.065960712762926,5.8833057467093415,5.934449195861816,BBDC4.SA
2011-01-07,9.293663638844576,9.023895718746523,9.08615016937256,ITUB3.SA
2011-01-07,6.168823063741471,5.978054510796744,6.024773597717285,BBAS3.SA
2011-01-07,6.145223228939379,6.017501462912714,6.049992561340332,LREN3.SA
2011-01-07,26.974064368575487,26.43182580344678,26.65239715576172,VALE3.SA
2011-01-07,31.9486841135546,30.95028773500602,31.549325942993164,PRIO3.SA
2011-01-07,2.383737093790502,2.342542708065765,2.3503363132476807,WEGE3.SA
2011-01-07,6.095746180923003,5.963748059687254,5.996206283569336,RENT3.SA
2011-01-07,5.044525333790379,4.937270162436061,4.965557098388672,ABEV3.SA
2011-01-10,6.141862828774673,5.976047923312747,5.983891010284424,LREN3.SA
2011-01-10,6.034509181976318,5.921605476648908,6.034509181976318,BBAS3.SA
2011-01-10,2.377057383668108,2.3436558841260227,2.351449489593506,WEGE3.SA
2011-01-10,32.64756393432617,31.54932748344152,32.64756393432617,PRIO3.SA
2011-01-10,5.945408344268799,5.832162275519727,5.945408344268799,BBDC4.SA
2011-01-10,9.130613327026367,8.92013447451852,9.130613327026367,ITUB3.SA
2011-01-10,4.992666532903265,4.891304482935798,4.949057102203369,ABEV3.SA
2011-01-10,7.157443738887181,7.040890111417023,7.146847724914551,PETR4.SA
2011-01-10,26.85458456920577,26.39965674612773,26.60184669494629,VALE3.SA
2011-01-10,5.983224897218902,5.862045302409096,5.926962852478027,RENT3.SA
2011-01-11,9.26105499267578,9.175084945255191,9.26105499267578,ITUB3.SA
2011-01-11,6.078001081993391,5.988371268849793,6.05223274230957,LREN3.SA
2011-01-11,6.018471903594018,5.9545425736074735,5.976461410522461,BBDC4.SA
2011-01-11,5.032739361775246,4.9125197361926976,4.958486080169678,ABEV3.SA
2011-01-11,7.258101876980319,7.170686800374463,7.191878318786621,PETR4.SA
2011-01-11,6.162829049128412,5.872864443190124,6.134698390960693,RENT3.SA
2011-01-11,27.111916468693657,26.813225162352094,26.88215446472168,VALE3.SA
2011-01-11,6.12599890871012,6.059813951317038,6.106533050537109,BBAS3.SA
2011-01-11,2.3959833959903456,2.3436552495584726,2.3881897926330566,WEGE3.SA
2011-01-11,33.34624090171232,32.34804631235944,33.04692077636719,PRIO3.SA
2011-01-12,6.156336971056378,6.10223944072432,6.134698390960693,RENT3.SA
